name,level,sex,ctime,rcount,like,content
yutianci云峰马头俞天赐,6,男,1550382262,2,0,@小可儿 @电影流浪地球 你们的作品已经被引用了，而且引用者也标注来源了！（包括作者名）
白阿九,6,保密,1550381107,0,0,hhhhhhhhhhh
专治热评的杨教授,6,保密,1550379875,0,0,我卢本伟没有开挂
逻辑球,6,女,1550378392,0,0,苟。
脆四层与咔嚓咔嚓,5,保密,1550377025,0,0,哈哈哈
浮生悸,6,男,1550376638,0,0,开花开花
许君墨璃,5,保密,1550375344,0,0,1818黄金眼，我们浙江人的电视节目。。
单推狗妈的臭DD,6,保密,1550374429,0,0,无中生友—朋友开的挂
cczzxxzz,6,保密,1550373976,0,0,这节目啥时候和哔站py了...
合雌共振研究所所长,5,保密,1550372254,0,0,什么神奇的节目。。。
呜呼啦呼哇哇,6,女,1550372107,0,0,好皮我喜欢
蜜蜂V,5,男,1550371428,0,0,去nmd友情
vitaminhowever,6,男,1550369435,0,0,有烧床单的呢？
风之月孤,6,保密,1550369318,0,0,厉害了我的黄金眼
流特斯-NPXXT-TEENP,6,保密,1550368980,0,0,首页来的，有点意思
幻觉大师,6,保密,1550368286,0,0,评论444
角落里的某某,6,男,1550367620,0,0,这个节目太有趣了哈哈哈
想去卫岗农业专科学院,5,保密,1550367597,0,0,上回在贴吧看到这张图，他说他输了五十万，这下我晕了😖
神神叨叨都,6,男,1550366945,0,0,"19比9表示强烈谴责
←_←"
你想让我怎么做,6,保密,1550367550,0,0,在我听来另有问题・_・?
提线木偶R,5,保密,1550366050,0,0,绕来绕去，绕不开钱
ネロ・Claudius,5,保密,1550365597,0,0,弹幕里性能轿跑的，那是四叶草型号，视频里是运动轿跑
盛世美颜秋子酱丶,5,男,1550365375,0,0,骚。
莫名名莫莫莫名,5,保密,1550365346,0,0,朱丽叶∶罗密欧，关键时刻掉链子要你何用，分手吧
莫名名莫莫莫名,5,保密,1550365227,0,0,感觉不是你的解说与b站风格最配
小夏时,6,女,1550364827,0,0,来了来了
coldspeaker,6,保密,1550364642,0,0,1818皮皮眼是多久来的...居然不知道
郭老师的mihotel,5,保密,1550363897,0,0,这个节目好皮啊2333
橙子小班,6,男,1550363822,0,0,黄金眼也是部小说
大可卜避,6,保密,1550362876,1,0,等会，黄金眼在B站有专门栏目了？还是连载？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
黄金拍,5,保密,1550362504,0,0,黄金眼是番剧，那我勒
魔法海螺Extra,6,男,1550361187,0,0,1818真皮，哈哈哈哈哈哈哈
痴才,5,保密,1550359534,0,0,封面是那个理发两千多的小哥，原来是这么包装的啊
SaberHaze,6,男,1550342281,1,0,阿尔法罗密欧那个梗玩的我一脸懵，莫名其妙的梗。作为一个车迷我表示完全没get到点。品牌梗不是很喜欢。差评一下。
没事看看B站,6,男,1550342185,0,0,越来越会玩了[小电视_赞]
贪睡小熊吃屁,5,男,1550340809,0,0,(･∀･)
憨批Official,5,保密,1550338238,0,0,为什么总会用骚标题吸引我进来
夜无痕25,6,男,1550337788,0,0,这剪辑有点东西啊[小电视_赞]希望越做越好
借6硬币改名字,3,保密,1550337586,0,0,最后那个，你后那么大声干嘛！
Wwhite白,6,保密,1550337268,0,0,越来越皮了，我喜欢(｀・ω・´)
小猫咪大烦恼,5,女,1550336413,0,0,今天的小八有点皮哈哈
白夜昭和,5,保密,1550336270,0,0,哥们这个过于黄金眼了
我是职业变态狂,6,男,1550335900,0,0,快乐之眼
七辻屋的年糕,6,男,1550335559,0,0,1818真皮眼
乐霖ZG,5,男,1550335445,0,0,看第二遍时发现居然用了契约女友的bgm
好大一只炸毛,6,男,1550335377,0,0,？？？这么皮的综艺节目
账号已注销23622,5,男,1550335374,0,0,所以第三个算入室盗窃吗？
五条吾六柒,6,男,1550335516,1,0,(⊙o⊙)哇，这个黄金眼和b站啥关系…
忘川河里有条鱼,6,男,1550332949,0,0,1818快乐源泉
动次打次犁,5,保密,1550333541,0,0,AV43591579
亚瑟-贞德,6,男,1550333385,0,0,( ⚆ _ ⚆ )……套路多
星递员,5,保密,1550332460,0,0,收藏了
泥菇庵的男保安,6,男,1550332431,0,0,？？？？？
kaminoちゃん,5,女,1550331635,0,0,超有意思的😂
Aomr-夏沫,6,男,1550331461,3,0,我还是忘不了小吴。可是我还有个问题他到底帅不帅？
悲伤的小孩儿,5,男,1550331181,0,0,看我发现了什么
丶Fanzc,6,男,1550330733,0,0,有意思
龙崎殇,5,男,1550330866,0,0,顶吖
Schwarz_绝音,6,男,1550330787,3,0,Topgear里有人说那辆阿尔法罗密欧比宝马M3好？
Ryan_L7,5,男,1550331282,0,0,人真少
果味软糖糖,5,保密,1550330701,0,0,额，我觉得无中生友有更合适的选材，不能一一举例，但有我印象深刻的喝醉打车撒尿后打电话说给朋友打的（举例举例，可能真实存在这个朋友）或者理发的托尼老师还是美容院的Mary老师说自己朋友那种
皮特汉斯-季默鳄梨,5,男,1550330658,0,0,1818吉祥物，小吴
羊驼12398,6,保密,1550330411,0,0,幺⑧幺⑧双皮眼
爱吃钉宫的香菜癌,6,保密,1550330336,0,0,快乐眼怎么越来越皮了
詹姆斯的移动王朝,6,保密,1550330296,0,0,无中生有  五五开 ？
小栗旬G,5,保密,1550329966,0,0,小吴是不是凉了
洛圣都路过的市民,5,保密,1550329891,0,0,无懈可击
玱奎,5,男,1550329591,1,0,第一个故事我在很早之前就听过类似的段子，卖的东西都差不多是玉貔貅。还以为是段子编的。结果现在还有这种事情？!
被岁月翻新的时光,5,男,1550329587,0,0,好评
Bili_357638901,3,保密,1550329783,0,0,……
嗯够骚,5,男,1550329356,0,0,视频**现的玉只有手镯还能看看
带带斯派克,6,保密,1550329251,0,0,李老八秽土转生？
海妖不到一米八,5,男,1550329188,0,0,@柠檬雪睾pro
荃不查,5,保密,1550328968,1,0,bilibl官方新闻媒体?
亚撒西库嘞,5,男,1550328950,0,0,1818滑稽眼
炽星南北的炽北,5,男,1550329391,0,0,关于罗密欧那件事我想女的因为那个车子才接近男的然而是不是因为在**的时候熄火，然后(=・ω・=)(=・ω・=)(=・ω・=)
一起养羊驼吧,6,女,1550327808,0,0,麻将那个也太秀了
晏晏,6,女,1550327481,0,0,太秀了
蜜糖好哦,6,保密,1550327576,0,0,66666，黄金眼和b站合作了(°∀°)ﾉ(°∀°)ﾉ双倍快乐
Dear棉花糖,6,保密,1550326837,0,0,居然做成了番剧页面！
magicalblade,5,保密,1550326431,0,0,卢本伟？？
鲲斗KODO,5,男,1550325418,0,0,越来越皮了嘛
萧萧肃肃飒飒,6,保密,1550325481,0,0,可以了 现在会鬼畜还会玩梗了
一米闯三关,5,保密,1550325299,0,0,666
我是纳西妲的修狗狗,5,女,1550323781,0,0,官方相亲广告 最为致命( ˘•ω•˘ )
飘浮的小Q,6,男,1550323325,0,0,黄金眼越来越会玩梗了233
不吐槽就会死三3三,6,男,1550323451,0,0,你好骚啊[小电视_笑]
楚朝,6,男,1550322930,0,0,下一集 蜜汁对焦
一念望星河,6,男,1550322918,0,0,这是一周总结吗
今天总比明天早,6,保密,1550321901,0,0,一本正经讲梗我真的服
说好的好人,6,女,1550321857,0,0,bgm喜欢(･∀･)
消叼,5,保密,1550321557,0,0,喜欢这样的新闻
吓得我都异步清零了,6,男,1550320519,1,0,我卢本伟真的没有开花
保护就完事儿,6,男,1550320332,0,0,追番
不怕大宝的虫儿,6,男,1550320200,0,0,无懈可击！
左搂Vox右抱Shoto,6,女,1550319822,0,0,前两百二十！！！
人間失格♂,6,男,1550319708,0,0,流皮hhhhhhhhhhhhhhhh
Loverainmaker,6,男,1550319179,0,0,秀的我头皮发麻
高坚果Official,5,保密,1550319638,0,0,@六小龄童
南洋术士,5,男,1550319296,0,0,哈哈哈嗝
莫莫莫子若,6,女,1550319009,0,0,哈哈哈哈哈哈哈哈哈哈哈
bili_13774951,6,男,1550318669,0,0,不乱七八糟配bgm就好了 新闻形式的挺好的
