name,level,sex,ctime,rcount,like,content
纯白DA☆ZE,6,保密,1548091403,0,2,说真的这个bilibili的轻声听的我浑身难受，好好的读第一声不好么……哔哩哔哩呀！哩就哩嘛为什么要读轻声啊啊啊啊啊啊啊啊啊啊
顾lulu,6,女,1548076169,0,2,没想到会有一天在b站看新闻[小电视_思索]
漾漾的老公,6,保密,1548069005,0,2,躺着挣钱。。。我想歪了
gepo,6,男,1548049420,0,2,哔哩哔哩真争气～so niu bi   we  are  so niu bi~
沨の沭江,5,男,1548032661,0,2,那么钢铁产能具体提升了多少了
晚风中の自由,6,保密,1548000831,0,2,哈哈哈哈稳那个经理一个月才赚1w为什么不去当员工的灵魂提问真是笑死我了
DFDF_-,6,保密,1547999020,0,2,说真的我是万万没想到bilibli跟黄金眼合作了，现在我爸妈都快跨入bilibli的门槛了233333
遣居Dark,5,女,1547997580,0,2,外面的标题和里面的标题居然是不一样的！！
梦与实的临界线,5,保密,1547995984,0,2,以前看1818都觉得没什么，现在居然这么骚了╮(￣▽￣)╭
赤豆升斗,6,女,1547995724,0,2,原来bili的li是轻声，我一直读的一声。
牧赖丨红莉栖,6,保密,1547994234,0,2,哈哈，这个节目好搞笑鸭
主动又怎样,5,保密,1547993864,2,2,躺着赚钱的只有苍老师
乐七北,6,女,1547993640,0,2,(〜￣△￣)〜
大魏司徒王朗,6,男,1547991964,3,2,投币点赞，这个节目我觉得很不错，火前留名[2233娘_大笑]
小满满bilbil,6,保密,1547991838,0,2,1818更贴近B站了
半柠半橘鲜果茶,6,男,1547992219,0,2,比利比利？(￣ε(#￣) Σ
吾森木,6,保密,1547991139,0,2,传统媒体与互联网的正确结合方式
peerlessL,6,男,1547988857,0,2,这个世界真是充满了乐趣
岚色守护者,6,男,1547987971,2,2,还别说，b站记者真犀利啊。
妖怪闲者提不起劲,6,男,1547988151,0,2,肥宅快乐眼
岚色守护者,6,男,1547987481,0,2,这算开荒了吧？
皇族丿孑孓,5,保密,1547987344,0,2,都看好了，我也是见证者（之一）。(⌒▽⌒)
小恐龙跑得快,6,男,1547986874,0,2,新晋网红栏目预定[小电视_赞]
LOVEか漫,6,保密,1547987072,1,2,我* 我进来才18万关注 现在就20万+
神龙,6,男,1547986068,0,2,这节目不错
山有叶,6,保密,1547982477,0,2,听到配音小哥笑场时我居然莫名其妙的跟着笑了(ಡωಡ)
AngelwithRosies,5,保密,1547978986,0,2,网易云你被绿了！！
吃一碗豆花饭,6,男,1547978993,0,2,哈哈哈 把B站沙雕网友公开处刑可还行
神原遙,6,保密,1547976801,0,2,前段时间的确在bilibili看了很多新闻，感觉挺有意思的。[小电视_赞]
栗山未来の彼氏,6,男,1547976165,0,2,强烈建议用google娘放评论
沉迷干饭,6,女,1547969292,0,2,小时候就爱看1818和老娘舅，没想到来B站以后操作让人舒爽这么多，真的越来越喜欢了，就是每次电视上看到主持人会忍不住想笑
test丶丶,6,男,1547969294,0,2,正经当中透着俏皮[小电视_害羞]
何斜,5,男,1547967230,0,2,这是什么沙雕节目，关注了[小电视_赞]
螺丝SAMA丶,6,男,1547967194,2,2,哈哈哈，这栏目还真挺有趣的
小泻药,6,男,1547964633,0,2,强烈要求日更啊
Miku的小迷妹w,5,女,1547963961,0,2,我就说昨天路过我妈的电视机怎么在右下角看到bilibili标志了呢2333
飞翔の荷兰丿,4,保密,1547958669,0,2,素质四连给了
汽水大胖,6,女,1547957336,0,2,不愧是杭州媒体，一直走在先进最前列23333
小奶豆dor,6,女,1547956455,0,2,我觉得你们电视台的记者贼优秀
望天真麻烦,6,男,1547949444,0,2,评论不够沙雕[洛天依_掀桌]
绫木梓幡,5,男,1547949280,0,2,忘不了五雷拍X掌(=・ω・=)
柠萌酸萌丶,6,保密,1547947651,0,2,哈哈哈哈bilibili终于和黄金眼达成py交易了。每日的快乐源泉又有了哈哈哈
牛牛ol,6,保密,1547947272,0,2,天德池理丢东西
茶味柚子,6,女,1547947204,0,2,都是经典的灵魂拷问啊(⋌▀¯▀)=☞盘
你头发乱了哦86,6,女,1547945510,0,2,(　ﾟ∀ﾟ) ﾉ♡
小3队长,6,保密,1547946092,0,2,笑死我了
百里朝歌,6,保密,1547929734,0,2,(=・ω・=)
二猴子的耳朵,6,保密,1547922191,1,2,我觉得评论部分有点尬
白月魁快来保护我呀,5,保密,1547921720,1,2,我发誓我不是爱看黄金眼里的骚话，我就是爱看新闻关注民生
Ikolorht,3,男,1547921043,0,2,这节目明明很正经，但总感觉是在搞笑23333
非正后援大冰,5,保密,1547920209,0,2,谁的评论被配音了，上电视，该多羞羞~(@^_^@)~
天意高難問,6,男,1547917708,0,2,作为一个杭州人，我竟有点无奈[小电视_发愁]
今天的肚子也很饿呢,5,保密,1547917273,0,2,那个没必要找黄金眼是最骚的[2233娘_大笑]
兴趣使然的ElyLegend,5,男,1547916640,0,2,这事儿你可以单独给我说，你没必要投稿。
奥拉安爸V,6,保密,1547915119,2,2,看来今年浙江台招了很多年前人啊(⌒▽⌒)(⌒▽⌒)(⌒▽⌒)
东瓯内史,6,保密,1547914990,0,2,我也要砸锅卖铁给黄金眼刷礼物[小电视_害羞]
Karach1,6,保密,1547914837,0,2,那个蓝人没来主持吗？
bytexx,5,保密,1547914687,1,2,哈哈哈哈哈配音笑场那段我在床上笑成蛆
智乃は最高だ,6,男,1547914295,0,2,见证最强综艺诞生(｀・ω・´)
塔羅占卜師,5,保密,1547909873,0,2,这届网友不行啊，评论数，弹幕数都不行呀，小伙子们还需要努力呀。弹幕刷起来。评论走起来，硬币使劲砸。来来来来，该收藏的收藏，该转发的转发。（我这种来b站没多久的新人都已经会留言了，投币了，）
不规则动词IrV,6,男,1547909618,0,2,你好骚啊
不吐槽就会死三3三,6,男,1547908984,0,2,看了这么多年黄金眼，C位出道了？(=・ω・=)
甜神Kami,6,女,1547908785,0,2,我的天哪我今天和爷爷奶奶看1818黄金眼的时候我看到旁边放着一小电视，我还以为是主持人放的装饰呢，没想到合作了！！！！我那时还自己疑问了一下“小电视？我看错了？”我的妈呀小破站牛逼！（破音）
起飞刘,6,保密,1547907776,0,2,不自觉的关注了，语气语调都是原版黄金眼，黄金眼下海了！
FLYOX,6,男,1547906620,0,2,我有种感觉被“灵魂拷问”的是挂节目的沙雕网友[芮小凸小凹_怀疑]
颠鸾倒凤的孙答应,6,男,1547904680,0,2,天德池池花必须拥有姓名！！！[洛天依_滑稽]
春珠珠鸭,6,保密,1547906255,0,2,求把天德池，尤老师的素材加进去！！！
酒酿佳人,5,女,1547903141,0,2,哈哈哈笑死了b站和黄金眼相亲相爱
吟煜-,6,男,1547902744,0,2,好几天没看黄金眼了，今天一刷就出了这个，太好运了哈哈哈(=・ω・=)
ST大大,6,保密,1547901671,0,2,1818黄金眼可以说是我的童年回忆了
血之哀ywxz,6,男,1547900557,1,2,哈哈，沙雕网友欢乐多[小电视_笑]
美味的机械甜点,6,男,1547900469,0,2,完蛋了，1818越来越不正经了[小电视_笑]
花开百合香,6,保密,1547900175,0,2,到时候这综艺节目火了叫我，我要让所有人瞧瞧，我可是见证他的开始的[2233娘_大笑]
敢达倒霉帝,6,男,1547900470,0,2,浙江人：？？？
鹿菌酱,6,保密,1547900374,0,2,这个节目将会是我新的下饭综艺[2233娘_卖萌]
脑袋扣扣的汪,6,男,1547900119,0,2,见证历史！留名留名！
我吃螺蛳粉你会打我吗,5,保密,1547899210,0,2,很棒棒hhhhh从小看到大的新闻节目，这下名正言顺b站看新闻了
冰镇灬咖啡,6,保密,1547899103,0,2,从此爱上看新闻，太赞了，必须支持
某不知名腌渍类水产品,6,保密,1547898953,3,2,有一种职业可以躺着赚钱  大家猜猜是什么职业？[蛆音娘_滑稽]
终南山北-,6,男,1547897531,0,2,大型沙雕id公开处刑现场
灰常可可,5,保密,1547898066,0,2,我是看沙雕新闻合集入坑的，沉迷，无法自拔[小电视_赞]
给我一份喵酱,6,女,1547897061,2,2,"哇啊啊啊！
我要好好写评论了！BILIBILI@黄金眼看我呀~"
Eddy小刺猬,5,男,1547896795,1,2,b站是年轻人交流的文化社区？你们不是一直说b站是中国最大同性交友网站么 基友百合满天飞
今野千里,6,保密,1547896795,0,2,卧槽看我发现了什么，新的镇站之宝吗hhhhh
肉馅的馄饨,6,男,1547896021,0,2,[小电视_发愁]居然只有五分钟。。
弗兰克_陈,6,保密,1547895836,0,2,现在电视就在放😂😂
迟到千年的小菜鸡,3,保密,1636945137,3,4,看评论区以为自己穿越了……[doge][doge]
习惯屏蔽弹幕,6,男,1557168640,0,3,我发现上1818的手机屏幕大多都是碎的，薛定谔的屏幕[抠鼻]
莫如常,5,保密,1548568626,0,3,我想起来以前河南台的打鱼晒网，以前也是这种娱乐中带着严肃的感觉，之前初高中的时候还天天守着时间看，哪怕没看直播第二天也要看重播，可惜现在已经好久没看了，再看也没有当时的感觉了
日日加丿,5,保密,1641702910,0,1,三年了[2022][脱单doge]
时间一晃开了六年猫舍,6,女,1633421632,1,1,为什么不更新了黄金眼
我认为中奖与我无缘,5,保密,1628819430,0,1,@1818黄金眼
诚实话题,3,男,1627706741,0,1,好家伙 新闻都开始做娱乐化了
苏氏离康,5,女,1627167821,0,1,[脱单doge]
_宛瑜,5,保密,1626925811,0,1,哦我的上帝啊看看我发现了什么好东西！
别点开贫道主页,5,男,1624482091,1,1,有些事情真的很邪门，你不得不信，因为我相信刷到这个视频的你左脚正放在右脚上。[doge]
广东爱鸡人士,5,保密,1624271460,0,1,给我转🖐🏻百你就可以上了[吃瓜][吃瓜]
小鹿可可豆,5,保密,1619927833,1,1,我一个96年的宁波女生，真的是看黄金1818长大地[给心心]
不可再生の爬虫,6,男,1618526243,0,1,贷款100w给主播刷礼物？[辣眼睛]
穆木苏二,6,保密,1618510560,1,1,S
木逸刀,4,保密,1618500946,0,1,你花的钱。又一次验证了人性丑陋。这就是他们最后给你的礼物。又称回水。
非法入浸者,5,保密,1618486975,0,1,给女主播刷礼物还可以理解，给男的刷礼物是啥[辣眼睛]
Stefenia,6,保密,1618481699,0,1,宁波大了，什么人都有
起名废起名太折腾人了,5,男,1618481185,0,1,[疑惑]这是挖坟？怎么2年前的视频都被推到首页了
波音林业部SZst,5,男,1614874176,0,1,@黄金眼
沐浴阳光的行者,6,保密,1613141209,0,1,我在B站看新闻！(⌒▽⌒)
财产先分我一半,5,女,1612622571,0,1,点进来之前，没想到会这么好笑哈哈哈哈哈哈
m大叔与x舅舅,6,男,1610459095,0,1,1818灵魂拷问
是这只淑君不是那只,6,女,1606714009,0,1,草生，卢记者永远滴神[喜极而泣]
可以不可以不可,4,保密,1605349743,0,1,bibi网友[OK]
亚历四大,6,保密,1604397117,0,1,哈哈哈，这怎么变成番剧了？
penicstar,6,女,1603226006,0,1,我才发现，1818整成综艺了[热词系列_知识增加]
死刑立即执行剥夺,5,男,1596573450,0,1,有幾個人知道G胖全名加布紐維爾
Current丨夢,4,男,1596549985,0,1,不是，我游戏名字就叫黄金眼，什么@黄金眼，我还以为谁找我，没啥事我先走了awa[doge][doge]
hayuki,5,男,1596546717,0,1,[热词系列_知识增加]
_uki_,5,保密,1596543621,0,1,[热词系列_知识增加]
星玥Milk,5,女,1596542650,0,1,追剧了
死耗子可汗,5,保密,1596541709,0,1,从黄金矿工来的
wqnmdnmzxyyr,5,男,1596541456,0,1,[热词系列_知识增加]
魔法少女朱元璋,5,男,1596541189,0,1,[热词系列_知识增加][热词系列_知识增加][热词系列_知识增加]
Inheritance黒崎安,4,男,1596536655,0,1,关弹幕保智商[偷笑]
不动心魔,6,保密,1588730452,0,1,真的是1818黄金眼啊！！！！
威0803,5,男,1588678250,0,1,小电视[tv_点赞]
高冷网友薛哈哈,3,保密,1586347167,0,1,哈哈哈小时候放学 晚上就是和阿公阿婆看1818黄金眼 小强热线 还有地方方言新闻之类的民生节目哈哈哈 是童年的感觉！
SimpleXiaoGui,4,保密,1582654318,0,1,"▬▬▬▬.◙.▬▬▬▬
    ▂▄▄▓▄▄▂
◢◤ █▀▀████▄▄▄▄◢◤
█  白嫖使我快乐  █▀……╬
    ◥██████◤ 
  ══╩══╩═══
白嫖党专属逃离机[滑稽]
点赞上机，0硬币专用"
个中高手ll,5,男,1574138940,1,1,1818黄金眼：有没有两个人一起在一张床上休息过
红了樱桃0绿了芭蕉,5,保密,1572351598,0,1,留名
耀夜不是药,5,保密,1572346458,0,1,出连续剧了 牛皮
不一样的轻松熊,5,女,1569582751,0,1,竟然完结了？？我还以为会一直有
错把刹车当油门,5,保密,1569228012,0,1,我服了  服了阿
好大一只砀山梨,5,保密,1568282051,0,1,这个快笑死我了哈哈哈哈哈
会飞的router,3,保密,1563196369,0,1,我真的觉得这节目，超级好看······
局路今天秀恩爱了嘛,5,男,1559924862,0,1,年度沙雕新闻素材集。
临夏春雨,5,男,1558961671,0,1,有一种美，叫鸡你太美
奥托二世,5,保密,1558057569,0,1,用妹子声线给死肥宅配音可还行 性转警告
螃蟹我只吃蟹不肉,5,保密,1558019831,0,1,p3王董后续如何
忆情惜君,5,男,1557160350,0,1,这是个番我滴天内 点关注发现是追番(｀・ω・´)
核夢,6,男,1556856279,0,1,今天王董被扒了吗？
遗忘宠爱,5,女,1556131137,1,1,@何梓Hezi 恭喜这位b站用户上电视了
遗忘宠爱,5,女,1556130956,0,1,@我是你最可靠的人儿啊  恭喜这位B站用户上电视了[滑稽][滑稽][滑稽]（1分57秒）
遗忘宠爱,5,女,1556131182,0,1,@二次元老肥宅 恭喜这位b站上电视了
ddnel,5,男,1554733815,0,1,哈哈哈笑死了
侦探员白鸽,6,男,1552750743,0,1,1818之类新闻我最熟悉的搬运阿婆主就是歌早乙女阿婆主[小电视_赞]她让我跟追番一样追新闻[小电视_害羞]
漫画瀑布,5,保密,1552746739,0,1,我去年哔哩哔哩年终报告告诉我，我看1818最多。哈哈哈哈哈
OLD老虚,6,男,1552397370,0,1,庞氏骗局
绿风MC,5,保密,1552306353,0,1,来了～[小电视_笑]
真真哥不姓安,6,男,1551621063,0,1,那个淘宝啥的真的能赚这么多？
野区犯错,6,保密,1550995963,0,1,绿茶公主切
走失的P社玩家,5,保密,1550977033,1,1,有在床上一起休息过吗？
你的队长阿威丶,5,男,1550940088,0,1,灵魂拷问😂
夜刀神岩帝,5,保密,1550580663,0,1,b站本季度最强番剧.(⌒▽⌒)
避矢的加护,6,保密,1550433123,0,1,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
bili_66035463,6,保密,1550388963,0,1,我真的是土豪我还有个肾没卖
东洱橘Vino,5,保密,1550385051,1,1,视频中刷苍老师的我很生气了人家躺着赚钱给你花啊，算了算了，来来我们聊聊波多老师吧
Fantsy丶旋律,6,保密,1550376639,0,1,躺着赚钱没错啊，拉你们进去交钱，老板躺着赚钱
旭冉刘所长,6,保密,1550330410,0,1,不是你 不地道
三斤一,6,保密,1549718014,0,1,大千世界无奇不有
devvilloooo,6,女,1549362038,0,1,我佛了，刚刚在六频道看到这个广告rap才知道这俩联了...
耗巨资改的昵称,5,女,1549105278,0,1,哈哈哈哈哈哈我就说前几天看1818看到了小电视
北风七级,6,保密,1549021921,0,1,来了
霍格尼特·汀·乔德夫,6,男,1548905610,0,1,这个栏目很棒啊！真希望之后也有更多的新闻栏目能懂我们这些年轻人的心(･∀･)
1t4chii,5,保密,1548660304,0,1,标题的提示音让我我老是以为我手机响了..[小电视_笑]
南妖叔,6,男,1548641940,0,1,虽然我是1744，但我也是见证历史的时刻
冰光凝雪,5,男,1548586593,0,1,大型同性交友网站
洛圣都路过的市民,5,保密,1548584024,1,1,这个纹身根据我的经验看，应该是学了2个月学徒纹出来的
花京院西卡,6,男,1548577143,0,1,快乐源泉正规化
孟照国,6,女,1548575054,0,1,1818是真的沙雕 是内容沙雕
宁臣君-lotto-,5,保密,1548573747,0,1,为什么给我推荐了这个？害怕
爱啃骨头的骨头,5,男,1548571818,0,1,新闻开始不正经了啊
对就我叫夏洛,5,保密,1548571054,0,1,｡◕‿◕｡
lil弟弟,6,女,1548569450,0,1,读bilibili的声音总是想要模仿哈哈哈哈
Panther_Morgen,6,保密,1548568477,0,1,"面对灵魂拷问而选择战术回避时。黄金眼会在你意想不到的地方插入各种灵魂特写发起战术嘲讽
。(｀・ω・´)"
天亮了起来温粥,6,女,1548568966,0,1,哈哈哈哈(ಡωಡ)hiahiahia
海猴之bia,5,男,1548567394,0,1,"那么男的和男的聊什么呢？
就称兄door♂弟那样的嘛[小电视_笑]"
默然燃,6,保密,1548556654,0,1,快乐喷泉
考拉_Carla,5,保密,1548433197,0,1,从小米浏览器营销号发的广告追过来的哈哈哈哈哈哈哈哈哈
蔚蓝或ZZZ,6,男,1548153870,0,1,刺激的很233
是时候织毛衣了,6,男,1548151817,0,1,1818黄金眼？[2233娘_大笑]
bili_91366753,5,保密,1548126345,1,1,交♂流弹VAN幕网
Lmmortalo,6,男,1548120401,0,1,笑死了 好看视频
环形折射,5,男,1548117999,0,1,在b站里看电视上的b站里的电视:D
不要跟过去过不去了,5,女,1548106393,0,1,这是我在西瓜常看的黄金眼？
满月tree,5,保密,1548097866,0,1,b站看新闻通宵
钱修俊,6,男,1548072445,0,1,[2233娘_委屈]我也想躺着赚钱
ls下个路口见,5,女,1548066871,0,1,1818要火了！可能会成为最受年轻人喜爱的新闻节目！我的内心蜜汁欣慰(°∀°)ﾉ每天看1818下饭
紫金寅,6,男,1548055722,0,1,灵魂暴击
bilili300,6,保密,1548052192,0,1,废话不多说，关注
小懂事儿的温柔,5,女,1548049489,0,1,见证见证_(:3」∠)_啦啦啦
哈姆_哈姆,6,保密,1548047093,4,1,1818在哪个台，放寒假我要去电视看
排骨小将,6,保密,1548040147,0,1,哈哈哈哈哈直击心灵的灵魂拷问也就1818黄金眼了
逗一天,6,男,1548031601,0,1,给我们的黄金眼个关注 分享 投币 三连
名字什么的还是空着吧,6,男,1548006327,0,1,黄金眼都来了，那么百晓讲新闻呢←_←
西服面条君,6,男,1548005334,0,1,我突然想到让子弹飞了那段站着把钱给挣了哈哈哈哈哈
Z_0ll,6,保密,1548003511,0,1,还缺这种拷问行刑官吗？我抬杠贼6
钢铁魔女安妮洛兹,5,保密,1547998375,0,1,贼瘠薄逗[2233娘_大笑][2233娘_大笑]
索尓迦雷欧,6,男,1547997686,0,1,记者水平确实高啊
Yuki雪兔兔,5,女,1547996943,0,1,(=・ω・=)
unknown002,5,保密,1547996867,0,1,先占个楼
国报中精,5,男,1547996862,0,1,是你？不是你
捡个小肥皂儿,6,女,1547996318,0,1,23333333见证者
三分热的六六同学,6,男,1547996195,0,1,加油
喀秋莎SaSa,5,男,1547995955,0,1,传统媒体成功案例
